"[50, 22, 15, 18, 47, 44, 3, 0, 12, 34, 19, 6, 0, 40, 11, 23, 1, 33, 24, 0, 7, 42, 32, 38, 20, 13, 31, 48, 0, 43, 17, 41, 49, 0, 14, 21, 28, 0, 9, 10, 25, 8, 0, 30, 26, 16, 0, 45, 46, 35, 5, 39, 37, 0, 4, 2, 36, 0, 29, 27, 0, 0, 0, 0, 0]"
"[25, 41, 40, 49, 2, 0, 42, 11, 28, 22, 13, 23, 0, 15, 44, 29, 18, 34, 0, 20, 26, 1, 8, 0, 32, 10, 4, 24, 16, 37, 0, 12, 47, 6, 19, 7, 39, 0, 35, 9, 14, 5, 21, 0, 30, 50, 0, 3, 17, 0, 43, 46, 48, 0, 27, 33, 0, 38, 36, 45, 0, 31, 0, 0, 0]"
"[25, 1, 48, 19, 38, 20, 0, 28, 43, 27, 46, 0, 15, 42, 6, 50, 47, 33, 14, 0, 7, 5, 3, 16, 30, 0, 11, 24, 39, 32, 9, 2, 35, 0, 4, 10, 8, 0, 44, 40, 45, 31, 17, 0, 22, 21, 23, 12, 0, 26, 13, 36, 34, 29, 0, 49, 18, 0, 41, 37, 0, 0, 0, 0, 0]"
"[24, 42, 29, 2, 12, 10, 0, 13, 27, 11, 38, 34, 0, 41, 23, 40, 14, 0, 43, 50, 36, 7, 0, 33, 25, 28, 30, 0, 15, 47, 6, 0, 9, 44, 32, 17, 0, 21, 45, 31, 46, 0, 1, 37, 35, 0, 49, 20, 3, 39, 8, 26, 0, 19, 4, 5, 18, 48, 16, 0, 22, 0, 0, 0, 0]"
"[43, 11, 9, 41, 48, 0, 36, 44, 25, 30, 2, 35, 0, 10, 15, 33, 37, 31, 18, 0, 45, 21, 16, 22, 0, 4, 1, 8, 17, 5, 13, 0, 26, 14, 46, 3, 49, 0, 29, 6, 47, 23, 0, 12, 24, 40, 0, 28, 34, 19, 32, 0, 38, 27, 20, 7, 0, 50, 42, 0, 39, 0, 0, 0, 0]"
"[10, 31, 11, 47, 0, 1, 49, 41, 34, 5, 37, 0, 38, 17, 12, 0, 22, 44, 27, 23, 0, 18, 15, 40, 8, 48, 0, 4, 30, 42, 29, 50, 0, 13, 19, 36, 9, 43, 45, 0, 33, 46, 0, 35, 3, 21, 0, 24, 32, 0, 39, 28, 2, 7, 6, 0, 14, 25, 0, 20, 16, 0, 26, 0, 0]"
"[46, 34, 19, 17, 0, 50, 11, 29, 14, 6, 38, 40, 22, 0, 7, 30, 18, 9, 44, 48, 0, 2, 41, 26, 21, 23, 0, 27, 4, 43, 16, 13, 0, 32, 20, 31, 0, 24, 49, 15, 5, 0, 42, 45, 33, 0, 39, 1, 10, 3, 47, 0, 28, 12, 25, 35, 0, 37, 8, 36, 0, 0, 0, 0, 0]"
"[33, 10, 43, 3, 0, 23, 12, 38, 44, 21, 17, 0, 47, 50, 13, 41, 28, 0, 4, 46, 11, 42, 7, 0, 36, 2, 29, 0, 34, 20, 6, 22, 0, 1, 37, 49, 32, 0, 35, 31, 19, 48, 0, 24, 30, 27, 0, 25, 8, 9, 39, 40, 0, 45, 15, 5, 0, 18, 0, 16, 0, 14, 26, 0, 0]"
"[17, 3, 29, 45, 7, 30, 28, 0, 34, 33, 24, 35, 0, 31, 48, 21, 10, 0, 40, 14, 0, 25, 8, 50, 11, 9, 13, 0, 47, 15, 23, 20, 43, 41, 46, 0, 16, 6, 1, 0, 42, 37, 38, 0, 44, 22, 0, 39, 18, 2, 19, 32, 0, 26, 36, 12, 0, 4, 5, 0, 49, 27, 0, 0, 0]"
"[11, 45, 3, 35, 24, 19, 0, 16, 5, 48, 39, 13, 0, 9, 1, 42, 15, 23, 0, 46, 4, 6, 29, 0, 2, 14, 25, 0, 44, 49, 40, 37, 43, 30, 33, 34, 0, 8, 20, 41, 28, 0, 18, 7, 26, 21, 0, 32, 31, 27, 0, 36, 50, 17, 22, 0, 47, 38, 10, 0, 12, 0, 0, 0, 0]"
"[17, 47, 41, 10, 1, 30, 0, 19, 31, 44, 26, 15, 34, 23, 0, 49, 20, 5, 22, 25, 32, 0, 33, 21, 29, 45, 27, 12, 0, 39, 36, 16, 0, 48, 7, 4, 42, 0, 2, 38, 3, 14, 0, 43, 6, 37, 28, 0, 9, 18, 50, 40, 24, 0, 13, 8, 0, 46, 11, 35, 0, 0, 0, 0, 0]"
"[7, 44, 8, 16, 49, 21, 13, 20, 0, 26, 5, 40, 34, 0, 35, 31, 39, 33, 41, 10, 0, 12, 18, 9, 28, 45, 0, 1, 30, 4, 48, 23, 19, 36, 0, 15, 29, 37, 0, 3, 43, 22, 25, 24, 0, 32, 27, 46, 0, 11, 14, 47, 0, 17, 42, 38, 0, 6, 0, 50, 2, 0, 0, 0, 0]"
"[25, 10, 43, 15, 9, 0, 3, 18, 14, 22, 36, 0, 37, 20, 29, 23, 42, 0, 45, 19, 21, 34, 0, 28, 50, 16, 27, 1, 31, 5, 0, 11, 47, 2, 0, 24, 40, 32, 0, 7, 44, 48, 30, 0, 46, 6, 38, 17, 0, 49, 35, 12, 4, 0, 13, 26, 39, 0, 41, 33, 0, 8, 0, 0, 0]"
"[45, 35, 5, 20, 38, 9, 0, 3, 21, 33, 28, 47, 0, 30, 36, 49, 14, 4, 39, 19, 0, 42, 24, 40, 16, 10, 0, 1, 27, 43, 23, 0, 48, 18, 2, 0, 7, 6, 37, 17, 0, 29, 22, 46, 11, 26, 0, 41, 34, 25, 32, 0, 15, 31, 13, 0, 50, 44, 12, 0, 8, 0, 0, 0, 0]"
"[39, 43, 4, 45, 0, 48, 36, 28, 12, 27, 16, 7, 0, 49, 1, 35, 25, 14, 31, 0, 46, 24, 34, 50, 6, 0, 23, 47, 40, 42, 0, 29, 17, 5, 13, 0, 10, 2, 33, 8, 0, 11, 38, 3, 44, 0, 20, 19, 37, 15, 0, 22, 18, 26, 0, 30, 9, 32, 0, 21, 41, 0, 0, 0, 0]"
"[28, 47, 15, 21, 20, 0, 32, 25, 45, 22, 0, 37, 1, 4, 35, 0, 12, 14, 16, 48, 46, 11, 31, 0, 34, 44, 18, 5, 0, 33, 10, 9, 26, 7, 13, 2, 0, 3, 27, 38, 42, 0, 49, 17, 41, 50, 0, 6, 36, 39, 23, 0, 19, 40, 0, 43, 0, 8, 24, 29, 30, 0, 0, 0, 0]"
"[42, 45, 16, 19, 6, 0, 8, 33, 38, 5, 31, 4, 0, 26, 17, 24, 46, 36, 0, 41, 9, 3, 30, 11, 0, 20, 44, 32, 21, 0, 37, 50, 48, 39, 7, 0, 28, 14, 18, 0, 34, 23, 25, 49, 0, 15, 22, 27, 35, 13, 0, 10, 43, 40, 0, 47, 29, 0, 2, 12, 1, 0, 0, 0, 0]"
"[23, 2, 46, 26, 1, 32, 0, 14, 35, 37, 9, 28, 11, 31, 5, 0, 38, 22, 43, 20, 24, 47, 0, 49, 10, 18, 0, 21, 30, 39, 17, 27, 0, 8, 19, 40, 41, 0, 33, 45, 4, 0, 36, 42, 29, 34, 44, 0, 15, 13, 6, 0, 12, 50, 48, 7, 0, 3, 25, 0, 16, 0, 0, 0, 0]"
"[11, 38, 17, 41, 12, 31, 0, 28, 21, 15, 48, 20, 23, 0, 34, 25, 5, 40, 37, 0, 49, 16, 3, 24, 42, 18, 0, 35, 1, 29, 50, 2, 47, 0, 10, 7, 26, 46, 0, 9, 19, 39, 8, 33, 0, 32, 13, 0, 27, 30, 43, 14, 0, 45, 22, 4, 0, 6, 0, 36, 0, 44, 0, 0, 0]"
"[36, 1, 26, 20, 8, 0, 34, 12, 11, 0, 4, 50, 46, 49, 0, 42, 5, 40, 30, 22, 47, 0, 10, 44, 15, 32, 35, 19, 0, 41, 13, 18, 45, 0, 29, 17, 14, 39, 48, 0, 2, 37, 31, 38, 0, 16, 28, 6, 0, 25, 7, 9, 0, 27, 43, 3, 0, 24, 23, 21, 33, 0, 0, 0, 0]"
"[37, 50, 28, 38, 11, 0, 16, 29, 31, 19, 49, 45, 0, 1, 41, 39, 22, 0, 14, 27, 21, 42, 15, 5, 0, 9, 40, 23, 32, 0, 43, 34, 47, 0, 46, 33, 36, 44, 4, 17, 6, 0, 7, 18, 35, 12, 24, 0, 13, 2, 0, 48, 30, 8, 20, 0, 10, 26, 0, 25, 0, 3, 0, 0, 0]"
"[12, 29, 16, 45, 7, 13, 0, 26, 21, 17, 0, 24, 50, 49, 8, 33, 48, 0, 42, 5, 28, 0, 46, 35, 19, 18, 2, 3, 0, 15, 44, 20, 34, 36, 0, 4, 39, 27, 0, 40, 10, 22, 41, 0, 32, 43, 11, 0, 23, 38, 47, 37, 0, 31, 14, 6, 0, 25, 1, 9, 0, 30, 0, 0, 0]"
"[42, 16, 30, 4, 19, 0, 31, 3, 20, 50, 29, 43, 0, 33, 28, 15, 45, 8, 25, 0, 34, 44, 21, 41, 9, 35, 0, 40, 12, 32, 27, 0, 18, 1, 2, 48, 0, 36, 17, 39, 10, 5, 6, 14, 0, 22, 11, 23, 13, 46, 47, 0, 38, 37, 7, 24, 0, 49, 26, 0, 0, 0, 0, 0, 0]"
"[5, 15, 14, 17, 22, 8, 46, 0, 34, 42, 28, 21, 36, 11, 0, 43, 23, 33, 16, 48, 3, 49, 0, 32, 25, 6, 0, 10, 7, 1, 40, 45, 31, 0, 19, 26, 13, 0, 47, 20, 37, 2, 35, 50, 38, 0, 39, 27, 12, 44, 29, 0, 41, 9, 4, 0, 24, 30, 0, 18, 0, 0, 0, 0, 0]"
"[33, 9, 30, 44, 48, 0, 37, 46, 20, 28, 26, 29, 0, 6, 7, 35, 45, 11, 2, 0, 1, 40, 16, 25, 17, 0, 5, 47, 8, 27, 21, 0, 34, 13, 31, 14, 0, 36, 19, 3, 32, 23, 0, 22, 42, 41, 0, 18, 10, 4, 0, 39, 43, 24, 0, 15, 38, 0, 49, 12, 50, 0, 0, 0, 0]"
"[19, 47, 31, 21, 0, 46, 27, 7, 36, 28, 0, 29, 30, 33, 25, 44, 0, 37, 12, 3, 40, 0, 13, 20, 39, 4, 9, 50, 22, 0, 42, 11, 45, 0, 23, 5, 17, 16, 0, 35, 15, 38, 14, 0, 24, 48, 1, 0, 41, 18, 32, 49, 6, 2, 0, 43, 10, 26, 0, 34, 0, 8, 0, 0, 0]"
"[14, 36, 5, 43, 39, 10, 33, 38, 9, 0, 15, 13, 35, 47, 28, 0, 31, 37, 30, 2, 34, 0, 22, 17, 7, 26, 16, 4, 0, 50, 25, 27, 42, 46, 0, 49, 19, 45, 1, 12, 21, 0, 23, 29, 48, 24, 0, 20, 32, 8, 6, 0, 18, 40, 0, 11, 3, 44, 41, 0, 0, 0, 0, 0, 0]"
"[9, 39, 30, 0, 2, 11, 32, 12, 27, 0, 14, 43, 7, 41, 23, 0, 49, 50, 47, 8, 0, 21, 26, 44, 13, 6, 0, 15, 10, 35, 17, 36, 4, 0, 31, 22, 24, 19, 0, 28, 3, 37, 1, 0, 16, 40, 33, 42, 5, 18, 0, 34, 29, 46, 0, 48, 20, 0, 25, 0, 38, 0, 45, 0, 0]"
"[46, 6, 21, 49, 47, 0, 41, 34, 16, 7, 3, 9, 38, 0, 8, 30, 20, 26, 1, 23, 0, 13, 36, 14, 44, 0, 27, 40, 37, 33, 18, 24, 28, 0, 31, 2, 22, 12, 0, 39, 25, 50, 0, 5, 17, 35, 11, 0, 32, 43, 48, 0, 19, 45, 10, 29, 0, 42, 15, 0, 4, 0, 0, 0, 0]"
"[31, 3, 22, 8, 24, 0, 19, 40, 48, 33, 0, 36, 46, 20, 43, 0, 27, 6, 41, 5, 0, 49, 11, 38, 25, 45, 17, 0, 39, 21, 32, 0, 2, 16, 30, 47, 0, 13, 35, 12, 0, 42, 15, 37, 0, 7, 34, 50, 44, 0, 18, 10, 14, 23, 0, 28, 1, 4, 0, 26, 0, 29, 9, 0, 0]"
"[15, 35, 12, 33, 22, 0, 44, 28, 19, 25, 4, 17, 0, 43, 48, 9, 37, 1, 0, 31, 49, 2, 16, 0, 18, 34, 3, 40, 41, 0, 11, 36, 24, 0, 7, 26, 46, 21, 0, 10, 38, 32, 20, 47, 0, 14, 50, 0, 42, 8, 5, 0, 45, 39, 0, 30, 0, 6, 13, 27, 23, 0, 29, 0, 0]"
"[3, 12, 23, 37, 1, 0, 26, 24, 43, 28, 20, 30, 19, 0, 32, 33, 50, 5, 44, 29, 8, 0, 38, 27, 42, 0, 16, 15, 48, 11, 0, 47, 41, 36, 22, 0, 18, 6, 7, 2, 35, 39, 13, 49, 0, 46, 17, 14, 40, 0, 9, 21, 10, 25, 4, 0, 45, 31, 0, 34, 0, 0, 0, 0, 0]"
"[14, 46, 39, 27, 45, 0, 6, 47, 3, 23, 0, 1, 34, 29, 24, 8, 0, 43, 41, 21, 31, 15, 44, 0, 2, 18, 42, 38, 0, 13, 4, 5, 17, 37, 32, 33, 0, 16, 49, 36, 48, 0, 10, 25, 22, 20, 0, 7, 28, 11, 0, 35, 12, 0, 30, 19, 0, 9, 0, 50, 0, 26, 40, 0, 0]"
"[15, 47, 50, 2, 21, 37, 39, 0, 44, 26, 46, 24, 43, 18, 32, 0, 49, 14, 25, 27, 17, 35, 0, 6, 9, 45, 13, 36, 3, 0, 1, 7, 20, 10, 34, 48, 0, 42, 33, 22, 30, 8, 28, 0, 12, 11, 0, 41, 23, 5, 0, 29, 4, 40, 0, 19, 31, 0, 38, 0, 16, 0, 0, 0, 0]"
"[1, 12, 48, 19, 3, 42, 0, 50, 29, 11, 16, 0, 36, 39, 10, 34, 40, 0, 27, 35, 9, 49, 37, 15, 6, 0, 44, 38, 2, 24, 0, 4, 18, 7, 26, 0, 8, 30, 46, 22, 0, 31, 47, 5, 43, 21, 0, 45, 20, 32, 13, 25, 0, 41, 33, 17, 14, 0, 23, 28, 0, 0, 0, 0, 0]"
"[34, 3, 32, 47, 0, 37, 17, 8, 22, 46, 0, 23, 26, 7, 5, 43, 16, 24, 0, 41, 40, 4, 14, 19, 49, 0, 50, 15, 29, 25, 0, 38, 33, 39, 0, 11, 20, 36, 6, 31, 18, 0, 10, 12, 2, 28, 42, 0, 21, 48, 44, 45, 30, 0, 27, 13, 0, 9, 35, 0, 1, 0, 0, 0, 0]"
"[42, 47, 49, 11, 0, 39, 28, 30, 34, 14, 43, 0, 17, 4, 13, 46, 38, 2, 20, 0, 21, 10, 36, 6, 50, 0, 31, 19, 32, 0, 24, 1, 44, 0, 45, 35, 41, 0, 12, 26, 7, 16, 23, 8, 25, 0, 33, 48, 0, 18, 40, 15, 29, 0, 22, 37, 3, 0, 27, 0, 9, 5, 0, 0, 0]"
"[8, 35, 29, 31, 32, 49, 37, 0, 18, 36, 43, 44, 0, 25, 30, 3, 33, 38, 39, 0, 5, 27, 40, 21, 0, 48, 24, 15, 0, 22, 45, 26, 4, 34, 0, 10, 20, 6, 11, 0, 1, 23, 41, 9, 17, 0, 14, 13, 19, 7, 0, 42, 47, 46, 28, 0, 2, 16, 0, 12, 50, 0, 0, 0, 0]"
"[42, 37, 39, 45, 25, 0, 14, 17, 8, 35, 18, 7, 50, 44, 0, 26, 4, 28, 20, 1, 0, 2, 33, 40, 36, 30, 0, 13, 10, 32, 49, 27, 43, 0, 48, 31, 23, 0, 34, 16, 3, 0, 38, 19, 47, 0, 24, 21, 46, 11, 41, 0, 22, 15, 9, 0, 5, 12, 29, 0, 6, 0, 0, 0, 0]"
"[24, 5, 42, 43, 19, 29, 31, 0, 25, 21, 6, 0, 8, 1, 17, 0, 35, 22, 12, 0, 16, 48, 0, 36, 14, 38, 50, 44, 0, 41, 33, 0, 27, 45, 18, 30, 3, 0, 32, 11, 2, 49, 20, 0, 7, 40, 9, 39, 4, 28, 0, 34, 26, 0, 47, 15, 0, 13, 23, 46, 0, 37, 0, 10, 0]"
"[6, 37, 36, 38, 47, 50, 0, 30, 46, 1, 48, 0, 29, 35, 27, 45, 2, 43, 19, 0, 34, 10, 7, 44, 14, 41, 16, 0, 17, 28, 33, 11, 26, 40, 0, 8, 49, 13, 25, 31, 0, 5, 32, 3, 0, 22, 20, 42, 12, 18, 0, 24, 15, 23, 0, 39, 9, 21, 0, 4, 0, 0, 0, 0, 0]"
"[50, 12, 15, 48, 4, 28, 0, 41, 39, 27, 19, 0, 13, 43, 16, 11, 29, 44, 26, 0, 14, 5, 6, 30, 23, 0, 25, 47, 1, 35, 38, 20, 0, 22, 21, 34, 32, 0, 8, 45, 42, 17, 0, 37, 10, 7, 46, 0, 2, 49, 40, 33, 0, 36, 24, 31, 9, 0, 18, 3, 0, 0, 0, 0, 0]"
"[6, 48, 37, 19, 45, 28, 0, 30, 9, 49, 35, 27, 17, 0, 33, 34, 1, 47, 50, 0, 13, 2, 39, 38, 16, 0, 42, 22, 36, 46, 26, 31, 0, 18, 12, 23, 3, 0, 14, 40, 43, 8, 0, 4, 7, 15, 29, 32, 21, 0, 44, 25, 10, 24, 0, 20, 11, 41, 0, 5, 0, 0, 0, 0, 0]"
"[35, 24, 50, 45, 1, 26, 0, 10, 17, 6, 41, 42, 22, 21, 0, 16, 15, 44, 0, 11, 30, 47, 8, 0, 49, 34, 3, 36, 0, 43, 18, 29, 13, 40, 0, 19, 23, 31, 25, 39, 0, 46, 7, 32, 38, 27, 0, 14, 20, 33, 0, 48, 37, 28, 0, 12, 2, 9, 0, 4, 0, 5, 0, 0, 0]"
"[1, 13, 27, 37, 16, 0, 38, 17, 33, 36, 26, 9, 41, 46, 0, 49, 21, 32, 42, 0, 34, 12, 47, 40, 50, 8, 0, 6, 5, 30, 11, 43, 24, 0, 44, 31, 29, 7, 0, 48, 2, 25, 45, 0, 15, 20, 4, 14, 0, 18, 23, 19, 0, 10, 22, 35, 0, 28, 3, 0, 39, 0, 0, 0, 0]"
"[21, 5, 26, 17, 48, 47, 38, 0, 43, 24, 31, 8, 23, 4, 10, 9, 0, 33, 44, 7, 35, 15, 3, 37, 0, 13, 25, 1, 30, 29, 0, 32, 12, 39, 0, 46, 40, 28, 2, 0, 22, 50, 19, 36, 34, 18, 0, 20, 42, 0, 49, 6, 45, 14, 0, 41, 0, 16, 27, 0, 11, 0, 0, 0, 0]"
"[16, 27, 11, 0, 3, 37, 44, 14, 26, 22, 29, 0, 20, 46, 13, 5, 6, 24, 31, 0, 1, 48, 18, 32, 47, 43, 0, 8, 41, 42, 33, 12, 0, 23, 36, 21, 28, 50, 0, 25, 34, 38, 15, 30, 0, 9, 19, 17, 45, 0, 2, 4, 7, 40, 35, 0, 49, 10, 0, 39, 0, 0, 0, 0, 0]"
"[13, 6, 30, 33, 39, 48, 0, 2, 9, 36, 20, 49, 0, 22, 7, 1, 18, 40, 0, 23, 50, 24, 31, 11, 8, 0, 15, 16, 34, 14, 21, 26, 25, 0, 37, 42, 29, 45, 10, 32, 0, 44, 28, 0, 5, 3, 12, 19, 0, 43, 46, 41, 35, 0, 47, 38, 0, 17, 27, 0, 4, 0, 0, 0, 0]"
"[30, 22, 39, 47, 17, 0, 46, 32, 28, 9, 43, 41, 20, 26, 0, 33, 4, 40, 34, 50, 42, 0, 13, 12, 3, 36, 5, 7, 0, 23, 10, 1, 29, 0, 2, 31, 15, 0, 27, 16, 24, 45, 0, 44, 38, 18, 49, 48, 6, 0, 25, 21, 0, 35, 37, 8, 19, 14, 0, 11, 0, 0, 0, 0, 0]"
"[16, 19, 7, 46, 0, 14, 23, 5, 35, 2, 45, 28, 0, 39, 49, 38, 12, 25, 0, 32, 31, 44, 24, 0, 8, 50, 1, 42, 17, 0, 41, 15, 47, 11, 0, 48, 9, 22, 40, 0, 10, 29, 4, 34, 0, 43, 6, 27, 33, 37, 0, 20, 18, 26, 36, 0, 30, 3, 13, 0, 21, 0, 0, 0, 0]"
"[20, 11, 48, 19, 0, 40, 47, 17, 26, 4, 49, 0, 10, 38, 27, 12, 36, 18, 0, 1, 16, 5, 14, 34, 0, 29, 35, 28, 24, 37, 0, 33, 50, 8, 22, 0, 44, 41, 43, 3, 39, 0, 6, 31, 9, 0, 25, 46, 2, 0, 21, 7, 0, 30, 32, 0, 15, 42, 45, 23, 0, 13, 0, 0, 0]"
"[9, 43, 24, 49, 0, 44, 10, 6, 38, 36, 17, 31, 0, 23, 3, 1, 35, 29, 0, 14, 39, 11, 27, 4, 0, 34, 12, 8, 22, 5, 0, 45, 18, 25, 7, 42, 0, 20, 2, 0, 40, 46, 16, 28, 0, 33, 21, 32, 0, 19, 50, 0, 47, 15, 30, 0, 37, 0, 41, 48, 0, 13, 0, 26, 0]"
"[47, 22, 31, 35, 5, 21, 0, 34, 40, 12, 1, 48, 45, 0, 43, 15, 50, 24, 8, 4, 0, 46, 42, 6, 29, 0, 10, 19, 41, 11, 49, 2, 0, 27, 39, 25, 0, 23, 32, 13, 38, 9, 17, 0, 30, 18, 16, 3, 0, 20, 7, 37, 44, 0, 28, 14, 36, 26, 0, 33, 0, 0, 0, 0, 0]"
"[21, 5, 22, 4, 0, 24, 36, 44, 39, 18, 13, 0, 25, 9, 8, 50, 37, 12, 7, 0, 38, 19, 26, 16, 32, 0, 47, 10, 20, 28, 2, 35, 0, 34, 40, 30, 23, 0, 11, 31, 33, 17, 0, 6, 29, 45, 41, 0, 48, 3, 15, 46, 0, 27, 1, 43, 0, 49, 0, 14, 42, 0, 0, 0, 0]"
"[41, 36, 12, 50, 31, 8, 0, 1, 37, 43, 16, 19, 0, 42, 23, 18, 10, 34, 0, 14, 47, 5, 29, 0, 33, 28, 11, 22, 2, 0, 45, 30, 21, 17, 0, 49, 3, 20, 32, 0, 24, 9, 39, 0, 7, 25, 0, 35, 4, 40, 0, 46, 27, 13, 0, 38, 15, 0, 44, 6, 0, 26, 48, 0, 0]"
"[32, 18, 46, 8, 37, 0, 13, 15, 9, 6, 16, 0, 14, 48, 5, 40, 27, 19, 0, 34, 49, 43, 2, 38, 0, 17, 42, 39, 44, 36, 12, 0, 24, 1, 33, 41, 25, 0, 11, 23, 31, 45, 0, 47, 10, 30, 3, 28, 0, 21, 7, 20, 0, 35, 0, 50, 29, 0, 26, 22, 0, 4, 0, 0, 0]"
"[8, 16, 34, 15, 35, 0, 39, 33, 25, 50, 41, 0, 27, 49, 24, 37, 17, 0, 31, 4, 22, 29, 40, 45, 0, 46, 14, 23, 42, 0, 10, 13, 30, 28, 0, 47, 2, 6, 12, 0, 36, 3, 21, 7, 0, 11, 18, 38, 0, 26, 1, 43, 0, 9, 5, 19, 32, 0, 20, 48, 0, 44, 0, 0, 0]"
"[37, 46, 44, 27, 40, 22, 0, 25, 18, 20, 9, 39, 0, 47, 1, 31, 12, 45, 0, 43, 42, 6, 26, 5, 0, 16, 48, 7, 11, 13, 0, 30, 24, 29, 35, 33, 19, 0, 4, 21, 36, 8, 49, 50, 10, 28, 0, 34, 32, 3, 0, 15, 41, 2, 38, 0, 23, 17, 0, 14, 0, 0, 0, 0, 0]"
"[31, 6, 42, 47, 39, 11, 34, 15, 0, 37, 14, 48, 10, 9, 4, 0, 23, 24, 40, 46, 50, 29, 3, 0, 8, 32, 12, 19, 44, 5, 0, 22, 25, 38, 0, 18, 1, 13, 36, 0, 49, 41, 17, 0, 33, 21, 35, 0, 30, 45, 16, 0, 28, 27, 7, 0, 2, 43, 0, 26, 20, 0, 0, 0, 0]"
"[14, 38, 46, 41, 33, 0, 48, 34, 1, 9, 17, 0, 30, 43, 20, 22, 11, 0, 4, 15, 42, 37, 0, 47, 26, 24, 49, 35, 23, 16, 0, 3, 31, 27, 32, 19, 2, 0, 6, 40, 21, 0, 50, 29, 18, 25, 44, 0, 28, 7, 0, 12, 36, 45, 0, 10, 5, 8, 0, 13, 0, 39, 0, 0, 0]"
"[30, 13, 15, 36, 33, 0, 46, 18, 34, 12, 21, 44, 0, 8, 49, 35, 3, 0, 48, 4, 40, 7, 0, 14, 31, 22, 11, 0, 19, 37, 41, 26, 0, 23, 25, 38, 20, 42, 45, 0, 10, 39, 9, 28, 5, 0, 29, 43, 27, 17, 0, 50, 16, 47, 2, 0, 24, 6, 0, 1, 32, 0, 0, 0, 0]"
"[12, 2, 14, 36, 17, 8, 0, 16, 50, 4, 21, 0, 46, 20, 40, 24, 49, 0, 34, 38, 31, 47, 27, 28, 0, 30, 11, 41, 19, 22, 0, 35, 43, 26, 0, 32, 23, 7, 3, 10, 0, 15, 13, 6, 1, 0, 25, 48, 39, 18, 0, 9, 37, 42, 0, 5, 33, 0, 29, 0, 44, 45, 0, 0, 0]"
"[8, 35, 40, 1, 13, 39, 0, 28, 16, 23, 46, 0, 49, 9, 2, 25, 24, 29, 14, 0, 47, 43, 6, 10, 15, 0, 44, 38, 22, 4, 0, 48, 11, 42, 12, 19, 21, 0, 41, 45, 0, 32, 3, 34, 18, 0, 31, 17, 27, 0, 7, 26, 37, 30, 0, 5, 33, 0, 50, 36, 0, 20, 0, 0, 0]"
"[2, 14, 38, 29, 43, 16, 20, 0, 1, 47, 5, 50, 22, 0, 4, 37, 27, 49, 33, 15, 28, 0, 9, 39, 26, 45, 11, 0, 30, 13, 32, 3, 35, 25, 0, 48, 8, 23, 34, 17, 0, 6, 46, 12, 21, 19, 42, 0, 40, 44, 31, 0, 24, 41, 18, 7, 0, 36, 10, 0, 0, 0, 0, 0, 0]"
"[50, 37, 20, 25, 23, 45, 0, 49, 46, 14, 1, 0, 26, 34, 16, 29, 28, 6, 0, 11, 9, 21, 2, 3, 0, 4, 15, 33, 48, 24, 31, 42, 0, 36, 35, 12, 47, 8, 0, 17, 5, 0, 40, 41, 30, 18, 0, 10, 44, 13, 22, 0, 32, 43, 38, 39, 0, 27, 0, 19, 0, 7, 0, 0, 0]"
"[19, 35, 43, 20, 0, 26, 13, 49, 5, 10, 0, 37, 50, 32, 3, 48, 38, 0, 28, 44, 15, 2, 18, 0, 1, 22, 21, 0, 7, 27, 31, 47, 0, 24, 39, 23, 8, 30, 0, 12, 9, 4, 0, 6, 40, 45, 41, 42, 0, 11, 36, 14, 25, 17, 0, 29, 34, 0, 16, 46, 0, 33, 0, 0, 0]"
"[2, 23, 20, 34, 32, 0, 10, 45, 37, 25, 13, 21, 9, 0, 14, 18, 22, 7, 4, 12, 15, 0, 44, 33, 26, 36, 41, 50, 0, 42, 38, 28, 48, 19, 0, 24, 30, 46, 29, 0, 35, 43, 31, 0, 8, 40, 5, 11, 0, 27, 16, 39, 17, 49, 0, 6, 47, 1, 0, 3, 0, 0, 0, 0, 0]"
"[48, 11, 49, 9, 35, 41, 0, 2, 46, 19, 42, 17, 0, 1, 33, 32, 20, 0, 8, 44, 27, 37, 30, 0, 12, 24, 5, 4, 15, 25, 0, 22, 47, 16, 0, 45, 34, 28, 23, 50, 0, 7, 40, 18, 3, 10, 14, 0, 6, 36, 0, 39, 43, 13, 0, 29, 38, 0, 21, 31, 26, 0, 0, 0, 0]"
"[41, 20, 19, 36, 29, 32, 50, 0, 48, 2, 17, 40, 0, 33, 26, 16, 9, 49, 0, 46, 3, 18, 7, 43, 27, 34, 31, 0, 35, 15, 38, 12, 25, 23, 0, 4, 28, 8, 21, 0, 14, 11, 13, 10, 0, 45, 39, 42, 0, 5, 47, 37, 0, 1, 30, 22, 0, 44, 24, 0, 6, 0, 0, 0, 0]"
"[16, 18, 19, 50, 0, 46, 14, 12, 2, 36, 31, 0, 20, 10, 34, 25, 9, 0, 26, 15, 47, 32, 23, 0, 8, 41, 13, 4, 0, 35, 6, 48, 27, 5, 28, 0, 49, 11, 45, 33, 39, 0, 7, 40, 3, 30, 42, 0, 29, 43, 1, 0, 44, 37, 38, 0, 21, 24, 0, 17, 22, 0, 0, 0, 0]"
