"[3, 33, 24, 40, 41, 43, 0, 50, 31, 20, 2, 0, 26, 30, 36, 42, 49, 48, 0, 22, 46, 6, 1, 11, 0, 13, 27, 37, 0, 14, 25, 16, 17, 8, 38, 5, 0, 47, 4, 29, 7, 0, 9, 34, 21, 18, 0, 19, 28, 45, 23, 0, 35, 15, 39, 0, 12, 44, 32, 0, 10, 0, 0, 0]"
"[18, 28, 40, 34, 21, 0, 23, 42, 26, 22, 17, 13, 0, 19, 20, 37, 32, 0, 6, 44, 16, 47, 0, 39, 33, 25, 41, 48, 50, 31, 0, 38, 2, 35, 9, 0, 24, 46, 1, 43, 0, 14, 7, 36, 3, 49, 27, 45, 0, 4, 11, 10, 15, 0, 30, 29, 8, 0, 5, 12, 0, 0, 0, 0]"
"[41, 31, 2, 16, 12, 32, 1, 22, 0, 24, 40, 38, 26, 18, 7, 46, 0, 9, 28, 19, 34, 0, 21, 49, 29, 15, 17, 0, 25, 50, 48, 13, 6, 0, 33, 27, 11, 44, 23, 10, 0, 36, 3, 45, 0, 39, 8, 0, 43, 35, 14, 0, 37, 47, 4, 0, 5, 30, 20, 0, 42, 0, 0, 0]"
"[3, 29, 31, 50, 19, 0, 18, 43, 13, 37, 36, 6, 1, 0, 41, 28, 20, 4, 0, 34, 9, 21, 42, 0, 8, 16, 45, 30, 0, 33, 32, 46, 0, 24, 10, 40, 47, 0, 23, 25, 7, 0, 2, 26, 12, 17, 48, 11, 0, 38, 5, 15, 0, 44, 27, 14, 0, 35, 0, 22, 0, 49, 0, 39]"
"[18, 13, 40, 19, 24, 0, 49, 46, 28, 0, 37, 12, 7, 29, 30, 0, 47, 10, 15, 35, 48, 43, 44, 16, 0, 8, 21, 45, 42, 22, 11, 0, 27, 41, 20, 14, 4, 17, 0, 50, 6, 31, 36, 0, 34, 2, 0, 1, 9, 23, 0, 26, 33, 5, 39, 0, 32, 38, 25, 0, 3, 0, 0, 0]"
"[42, 29, 2, 47, 48, 12, 0, 18, 1, 27, 33, 3, 0, 50, 5, 45, 14, 40, 0, 6, 46, 21, 0, 8, 10, 28, 17, 26, 9, 30, 32, 0, 35, 49, 0, 37, 23, 44, 41, 31, 39, 0, 7, 43, 34, 36, 20, 0, 19, 38, 0, 24, 4, 22, 25, 11, 0, 13, 15, 16, 0, 0, 0, 0]"
"[32, 37, 10, 35, 13, 0, 29, 34, 45, 19, 44, 0, 28, 47, 22, 31, 48, 0, 23, 11, 46, 15, 0, 8, 14, 12, 6, 0, 4, 9, 21, 0, 1, 3, 24, 49, 5, 20, 0, 33, 17, 0, 42, 16, 36, 38, 0, 43, 41, 2, 30, 27, 40, 7, 0, 39, 18, 26, 0, 50, 25, 0, 0, 0]"
"[16, 6, 20, 41, 11, 0, 50, 42, 45, 44, 21, 47, 17, 0, 28, 10, 33, 40, 26, 0, 24, 34, 2, 1, 7, 0, 37, 4, 48, 8, 9, 46, 0, 14, 13, 12, 0, 32, 5, 49, 29, 0, 19, 3, 23, 35, 27, 0, 22, 39, 0, 38, 31, 25, 15, 0, 18, 36, 30, 0, 43, 0, 0, 0]"
"[13, 37, 22, 20, 21, 25, 31, 39, 0, 2, 32, 47, 48, 29, 0, 5, 6, 26, 41, 0, 9, 43, 19, 27, 1, 0, 30, 40, 17, 36, 50, 0, 45, 4, 38, 0, 10, 33, 23, 35, 11, 0, 34, 44, 0, 18, 24, 28, 0, 49, 46, 12, 7, 0, 14, 8, 16, 0, 3, 15, 0, 42, 0, 0]"
"[5, 3, 13, 27, 37, 0, 38, 11, 44, 8, 46, 20, 0, 23, 22, 26, 45, 30, 1, 0, 41, 4, 15, 28, 19, 42, 0, 12, 25, 32, 31, 0, 49, 18, 40, 14, 0, 24, 10, 2, 7, 17, 33, 0, 43, 34, 35, 0, 47, 0, 21, 16, 29, 0, 36, 9, 6, 0, 48, 50, 39, 0, 0, 0]"
"[8, 18, 16, 30, 3, 0, 35, 9, 20, 13, 1, 40, 0, 49, 15, 25, 7, 0, 45, 44, 43, 19, 23, 2, 36, 0, 48, 11, 6, 50, 32, 0, 46, 28, 42, 17, 0, 5, 10, 24, 22, 0, 26, 33, 31, 4, 0, 27, 14, 21, 0, 37, 29, 0, 41, 39, 12, 0, 34, 47, 0, 38, 0, 0]"
"[16, 34, 36, 29, 0, 30, 15, 4, 12, 0, 44, 39, 41, 27, 48, 0, 10, 6, 17, 50, 37, 13, 40, 0, 19, 31, 24, 1, 46, 0, 9, 43, 25, 11, 49, 0, 5, 33, 18, 28, 38, 0, 26, 32, 14, 21, 47, 42, 0, 45, 22, 0, 8, 20, 2, 3, 0, 35, 7, 23, 0, 0, 0, 0]"
"[50, 12, 3, 24, 11, 20, 0, 49, 44, 21, 5, 0, 42, 41, 1, 6, 22, 0, 19, 38, 32, 2, 15, 7, 0, 33, 28, 47, 45, 40, 0, 43, 14, 37, 26, 0, 23, 46, 34, 35, 0, 13, 9, 30, 36, 29, 0, 16, 39, 31, 0, 25, 18, 27, 0, 4, 10, 0, 48, 17, 0, 8, 0, 0]"
"[48, 26, 2, 49, 17, 6, 30, 42, 0, 4, 44, 1, 43, 41, 23, 13, 0, 37, 33, 25, 5, 10, 46, 0, 8, 31, 0, 14, 7, 34, 35, 0, 29, 11, 47, 3, 36, 0, 32, 16, 39, 28, 0, 27, 18, 20, 50, 38, 0, 19, 22, 45, 15, 40, 0, 21, 12, 24, 0, 9, 0, 0, 0, 0]"
"[22, 19, 42, 23, 0, 14, 47, 30, 26, 31, 0, 50, 27, 1, 17, 46, 38, 11, 0, 44, 15, 10, 34, 20, 0, 49, 33, 2, 0, 41, 37, 48, 36, 9, 13, 0, 28, 12, 3, 45, 16, 40, 0, 6, 18, 0, 21, 35, 5, 32, 0, 29, 4, 0, 24, 39, 25, 7, 8, 0, 43, 0, 0, 0]"
"[14, 34, 18, 48, 20, 19, 41, 0, 32, 28, 25, 23, 7, 13, 0, 44, 43, 22, 45, 21, 0, 3, 24, 37, 27, 40, 29, 0, 1, 38, 36, 30, 0, 31, 5, 15, 35, 47, 49, 8, 0, 46, 11, 17, 12, 4, 0, 33, 0, 42, 2, 50, 0, 9, 39, 0, 16, 0, 26, 10, 0, 6, 0, 0]"
"[48, 27, 28, 2, 3, 32, 0, 19, 17, 24, 10, 20, 0, 4, 46, 8, 37, 33, 45, 0, 42, 34, 44, 21, 23, 22, 0, 50, 40, 11, 49, 0, 16, 14, 36, 39, 25, 0, 9, 29, 7, 15, 31, 26, 0, 38, 1, 0, 35, 43, 18, 41, 0, 13, 12, 0, 30, 6, 0, 5, 0, 47, 0, 0]"
"[14, 34, 27, 3, 15, 7, 0, 45, 42, 18, 9, 23, 31, 39, 0, 2, 43, 1, 19, 0, 26, 35, 17, 11, 46, 0, 4, 48, 40, 36, 0, 30, 50, 37, 0, 24, 20, 44, 16, 0, 13, 10, 49, 22, 0, 32, 8, 41, 28, 5, 0, 38, 12, 0, 6, 47, 29, 0, 25, 0, 21, 33, 0, 0]"
"[37, 38, 25, 35, 6, 0, 14, 9, 29, 45, 12, 0, 46, 18, 32, 24, 10, 11, 30, 0, 1, 17, 5, 15, 4, 36, 21, 0, 44, 3, 50, 33, 0, 48, 42, 40, 28, 43, 0, 19, 22, 7, 41, 2, 0, 26, 27, 8, 20, 34, 0, 23, 16, 47, 0, 31, 39, 13, 0, 49, 0, 0, 0, 0]"
"[3, 26, 38, 7, 25, 0, 14, 19, 28, 2, 22, 6, 13, 44, 0, 43, 50, 33, 24, 31, 0, 46, 41, 40, 27, 49, 23, 0, 15, 20, 42, 4, 17, 0, 45, 1, 8, 9, 5, 0, 34, 18, 35, 0, 10, 32, 37, 0, 11, 16, 30, 21, 12, 0, 29, 39, 0, 48, 36, 0, 47, 0, 0, 0]"
"[41, 17, 6, 24, 42, 10, 0, 11, 26, 29, 33, 44, 0, 34, 32, 39, 31, 2, 0, 8, 18, 5, 38, 0, 28, 46, 22, 23, 36, 14, 4, 27, 0, 43, 47, 9, 0, 48, 15, 35, 37, 19, 16, 0, 3, 40, 21, 30, 20, 0, 25, 7, 50, 49, 1, 0, 45, 13, 0, 12, 0, 0, 0, 0]"
"[28, 44, 27, 19, 24, 29, 0, 21, 39, 17, 30, 50, 0, 14, 32, 26, 15, 1, 5, 0, 12, 10, 47, 31, 48, 0, 42, 40, 33, 41, 49, 0, 34, 43, 3, 6, 35, 0, 36, 2, 20, 13, 16, 0, 23, 46, 18, 25, 0, 9, 8, 0, 4, 11, 7, 45, 0, 38, 22, 0, 37, 0, 0, 0]"
"[40, 46, 34, 21, 32, 7, 0, 38, 22, 9, 18, 35, 37, 0, 24, 47, 44, 41, 27, 3, 31, 0, 30, 5, 39, 50, 1, 11, 0, 14, 10, 23, 20, 36, 0, 12, 29, 15, 16, 2, 0, 4, 43, 17, 6, 0, 28, 25, 42, 0, 49, 48, 26, 0, 33, 19, 45, 0, 13, 8, 0, 0, 0, 0]"
"[35, 5, 1, 11, 13, 26, 3, 0, 18, 50, 36, 27, 38, 23, 0, 41, 42, 32, 17, 0, 14, 29, 48, 0, 28, 34, 24, 46, 25, 37, 0, 43, 33, 10, 12, 0, 16, 15, 4, 30, 0, 39, 49, 31, 20, 9, 22, 8, 0, 44, 45, 6, 2, 0, 47, 40, 19, 0, 7, 0, 21, 0, 0, 0]"
"[14, 11, 38, 26, 10, 0, 47, 27, 32, 22, 34, 50, 0, 9, 7, 20, 12, 46, 0, 39, 21, 41, 13, 30, 0, 48, 17, 31, 2, 37, 0, 36, 18, 25, 3, 0, 8, 6, 29, 28, 0, 24, 23, 15, 0, 49, 42, 5, 43, 0, 40, 44, 1, 19, 4, 16, 0, 35, 0, 33, 0, 45, 0, 0]"
"[32, 14, 37, 12, 28, 41, 0, 3, 36, 8, 46, 40, 0, 5, 47, 6, 21, 0, 42, 27, 31, 25, 49, 26, 0, 9, 29, 44, 4, 13, 0, 33, 35, 16, 43, 0, 24, 1, 17, 30, 0, 34, 2, 23, 0, 10, 7, 15, 48, 0, 38, 50, 11, 0, 20, 18, 22, 0, 39, 45, 0, 19, 0, 0]"
"[35, 28, 1, 10, 32, 19, 14, 0, 49, 23, 26, 30, 0, 38, 17, 43, 37, 27, 45, 0, 13, 16, 15, 3, 11, 5, 20, 0, 46, 47, 12, 39, 7, 0, 50, 29, 6, 48, 0, 42, 4, 44, 2, 22, 8, 0, 41, 36, 33, 0, 9, 25, 24, 34, 0, 31, 40, 0, 18, 0, 21, 0, 0, 0]"
"[39, 5, 13, 48, 0, 1, 14, 20, 43, 6, 0, 34, 35, 10, 28, 4, 45, 0, 19, 37, 2, 42, 33, 0, 26, 38, 25, 18, 27, 11, 0, 15, 21, 17, 8, 0, 46, 9, 12, 47, 0, 30, 36, 7, 0, 44, 40, 50, 24, 22, 0, 49, 41, 0, 3, 32, 0, 29, 16, 0, 23, 31, 0, 0]"
"[15, 19, 1, 41, 18, 37, 0, 27, 45, 26, 22, 47, 0, 42, 32, 49, 43, 21, 25, 0, 7, 14, 9, 35, 46, 20, 4, 0, 36, 17, 34, 38, 2, 0, 29, 40, 39, 11, 24, 0, 23, 6, 44, 16, 8, 3, 0, 48, 30, 10, 28, 0, 13, 33, 12, 0, 5, 31, 0, 50, 0, 0, 0, 0]"
"[3, 13, 31, 41, 0, 10, 47, 5, 1, 9, 6, 0, 27, 35, 7, 23, 34, 40, 0, 12, 44, 15, 46, 14, 45, 0, 28, 48, 29, 24, 17, 18, 0, 25, 39, 30, 22, 0, 38, 32, 43, 19, 20, 0, 36, 4, 50, 11, 0, 16, 8, 2, 42, 0, 49, 37, 0, 26, 33, 0, 21, 0, 0, 0]"
"[38, 43, 13, 32, 46, 0, 23, 5, 6, 39, 20, 8, 47, 0, 9, 41, 37, 19, 50, 0, 21, 24, 31, 30, 14, 44, 4, 0, 36, 48, 34, 33, 42, 0, 11, 17, 27, 49, 0, 3, 12, 40, 28, 0, 29, 16, 22, 1, 0, 2, 18, 0, 35, 10, 0, 15, 0, 26, 25, 0, 7, 0, 45, 0]"
"[44, 19, 29, 24, 0, 46, 35, 4, 7, 20, 50, 0, 23, 41, 34, 40, 39, 9, 47, 0, 11, 8, 1, 36, 28, 0, 13, 48, 31, 21, 43, 0, 16, 15, 33, 26, 25, 32, 0, 22, 30, 45, 14, 0, 38, 6, 10, 0, 37, 17, 27, 5, 0, 2, 3, 42, 0, 12, 0, 49, 0, 18, 0, 0]"
"[49, 23, 3, 22, 16, 20, 21, 0, 13, 29, 38, 1, 0, 18, 35, 39, 12, 5, 9, 14, 0, 19, 10, 47, 15, 46, 50, 0, 6, 24, 45, 40, 0, 42, 33, 11, 0, 2, 7, 26, 17, 41, 0, 4, 28, 0, 30, 44, 43, 37, 25, 32, 0, 36, 0, 31, 48, 0, 8, 34, 27, 0, 0, 0]"
"[49, 15, 44, 26, 3, 21, 0, 23, 22, 14, 6, 27, 1, 0, 28, 41, 38, 47, 18, 32, 48, 0, 8, 17, 11, 45, 12, 0, 31, 34, 5, 33, 0, 25, 37, 10, 9, 19, 43, 0, 2, 24, 4, 0, 13, 35, 36, 42, 30, 40, 0, 7, 20, 16, 29, 0, 39, 46, 0, 50, 0, 0, 0, 0]"
"[30, 49, 25, 41, 15, 0, 8, 16, 2, 48, 31, 27, 0, 39, 34, 24, 6, 19, 0, 35, 14, 28, 36, 11, 20, 46, 0, 9, 1, 45, 13, 12, 0, 21, 43, 29, 7, 38, 32, 0, 17, 5, 18, 42, 0, 40, 22, 23, 0, 4, 3, 44, 0, 50, 26, 0, 47, 37, 0, 33, 10, 0, 0, 0]"
"[29, 30, 11, 8, 34, 15, 0, 16, 47, 18, 27, 0, 26, 4, 3, 38, 40, 10, 0, 23, 45, 14, 12, 41, 50, 0, 37, 39, 17, 43, 31, 0, 46, 35, 19, 2, 7, 33, 32, 0, 1, 48, 28, 6, 22, 24, 0, 5, 49, 42, 36, 0, 9, 25, 13, 0, 20, 21, 44, 0, 0, 0, 0, 0]"
"[32, 5, 29, 46, 0, 40, 35, 49, 50, 10, 0, 19, 15, 12, 47, 20, 26, 0, 18, 45, 27, 4, 11, 0, 13, 31, 1, 37, 33, 38, 25, 0, 16, 17, 2, 28, 7, 0, 41, 21, 42, 0, 36, 6, 3, 43, 0, 8, 14, 39, 0, 34, 24, 9, 0, 22, 44, 0, 23, 48, 0, 30, 0, 0]"
"[46, 26, 29, 30, 45, 14, 0, 36, 28, 44, 16, 50, 0, 1, 2, 5, 37, 22, 48, 23, 0, 21, 10, 33, 42, 7, 0, 15, 25, 3, 32, 0, 35, 47, 34, 31, 9, 6, 0, 19, 49, 0, 24, 18, 27, 0, 40, 41, 0, 8, 38, 4, 0, 12, 11, 43, 0, 13, 39, 17, 0, 20, 0, 0]"
"[9, 38, 42, 13, 12, 0, 49, 46, 31, 3, 45, 0, 33, 16, 25, 15, 1, 19, 0, 34, 27, 50, 8, 10, 0, 40, 20, 2, 43, 47, 0, 32, 36, 11, 17, 30, 44, 0, 41, 6, 23, 14, 22, 0, 28, 24, 7, 37, 26, 0, 18, 29, 21, 0, 5, 39, 48, 0, 4, 35, 0, 0, 0, 0]"
"[9, 3, 18, 10, 11, 0, 26, 40, 25, 1, 45, 0, 15, 23, 16, 50, 46, 36, 0, 12, 24, 32, 20, 48, 0, 44, 43, 33, 17, 39, 0, 14, 47, 21, 28, 19, 0, 2, 34, 49, 4, 0, 5, 6, 35, 22, 0, 27, 8, 7, 31, 0, 13, 29, 0, 37, 41, 0, 38, 42, 0, 30, 0, 0]"
"[34, 39, 46, 21, 48, 0, 15, 50, 2, 32, 7, 0, 19, 18, 24, 10, 42, 25, 0, 20, 6, 33, 9, 17, 44, 0, 22, 13, 16, 45, 0, 37, 28, 23, 38, 40, 0, 49, 4, 11, 0, 26, 47, 41, 1, 5, 0, 8, 27, 43, 0, 12, 35, 29, 3, 0, 31, 36, 30, 0, 14, 0, 0, 0]"
"[28, 17, 35, 44, 19, 0, 27, 26, 22, 29, 10, 0, 33, 42, 20, 34, 13, 7, 0, 37, 48, 16, 2, 30, 12, 0, 40, 41, 18, 39, 0, 36, 23, 47, 1, 0, 21, 24, 45, 31, 0, 25, 5, 46, 50, 6, 0, 4, 15, 38, 0, 9, 43, 14, 0, 8, 11, 32, 0, 3, 49, 0, 0, 0]"
"[29, 40, 22, 38, 26, 16, 0, 1, 2, 35, 20, 3, 0, 6, 11, 15, 23, 43, 49, 25, 0, 4, 33, 8, 14, 17, 0, 13, 18, 0, 37, 19, 31, 36, 21, 47, 7, 0, 41, 5, 34, 46, 44, 45, 0, 39, 10, 24, 28, 0, 27, 50, 30, 0, 42, 32, 0, 48, 0, 9, 12, 0, 0, 0]"
"[47, 48, 33, 34, 21, 17, 22, 1, 0, 18, 6, 3, 12, 8, 11, 28, 0, 16, 37, 7, 36, 39, 4, 0, 40, 31, 38, 49, 32, 0, 43, 19, 10, 45, 15, 0, 29, 20, 50, 13, 30, 24, 27, 0, 14, 26, 2, 44, 0, 46, 23, 0, 41, 25, 5, 9, 42, 0, 35, 0, 0, 0, 0, 0]"
"[6, 33, 38, 11, 22, 0, 5, 2, 16, 32, 28, 42, 0, 47, 4, 12, 39, 30, 0, 8, 36, 29, 17, 3, 0, 15, 1, 9, 34, 21, 0, 18, 50, 25, 24, 0, 20, 14, 27, 0, 31, 48, 0, 45, 46, 37, 0, 44, 23, 41, 49, 26, 13, 0, 10, 0, 7, 43, 0, 19, 40, 0, 35, 0]"
"[49, 7, 31, 0, 42, 18, 15, 5, 45, 24, 0, 29, 20, 48, 14, 19, 50, 6, 22, 0, 25, 16, 8, 35, 0, 36, 38, 27, 0, 11, 39, 33, 41, 26, 0, 47, 32, 3, 0, 4, 44, 37, 17, 0, 40, 10, 2, 1, 0, 34, 28, 0, 9, 23, 12, 43, 0, 13, 30, 46, 0, 21, 0, 0]"
"[42, 27, 23, 48, 45, 0, 14, 36, 10, 46, 15, 0, 21, 9, 13, 26, 0, 3, 33, 49, 12, 0, 35, 16, 41, 39, 31, 19, 0, 22, 5, 20, 24, 6, 18, 0, 37, 32, 44, 8, 0, 7, 34, 28, 0, 11, 17, 47, 0, 38, 30, 43, 2, 0, 40, 25, 50, 0, 29, 1, 0, 4, 0, 0]"
"[20, 49, 33, 14, 35, 50, 32, 0, 25, 27, 21, 29, 30, 0, 37, 9, 19, 16, 47, 1, 0, 44, 23, 36, 2, 0, 7, 42, 24, 18, 5, 0, 10, 26, 43, 15, 38, 0, 17, 28, 0, 45, 12, 48, 8, 46, 34, 39, 0, 41, 40, 11, 4, 0, 6, 13, 0, 31, 22, 0, 3, 0, 0, 0]"
"[43, 45, 44, 46, 29, 15, 4, 0, 36, 20, 13, 40, 34, 0, 9, 23, 47, 6, 1, 0, 30, 39, 14, 38, 3, 0, 42, 12, 26, 0, 35, 37, 48, 28, 0, 7, 33, 10, 49, 0, 25, 32, 2, 21, 27, 41, 0, 18, 50, 16, 19, 11, 0, 5, 22, 8, 0, 17, 31, 0, 24, 0, 0, 0]"
"[36, 2, 24, 4, 5, 42, 21, 0, 27, 26, 34, 7, 0, 20, 12, 46, 33, 25, 16, 6, 0, 18, 39, 32, 29, 47, 0, 23, 17, 38, 15, 44, 41, 50, 0, 35, 30, 1, 48, 0, 9, 31, 10, 0, 45, 22, 40, 8, 3, 19, 0, 43, 28, 37, 0, 13, 11, 0, 14, 49, 0, 0, 0, 0]"
"[4, 34, 13, 1, 16, 39, 0, 50, 32, 26, 21, 49, 23, 0, 8, 22, 15, 42, 3, 5, 0, 41, 27, 46, 43, 9, 17, 0, 44, 40, 12, 38, 29, 14, 28, 0, 37, 45, 36, 31, 0, 19, 6, 18, 33, 0, 35, 7, 10, 0, 24, 30, 20, 48, 0, 25, 47, 11, 0, 2, 0, 0, 0, 0]"
"[19, 24, 39, 15, 23, 0, 34, 10, 44, 31, 43, 37, 0, 4, 32, 13, 8, 6, 0, 30, 9, 22, 26, 41, 2, 0, 18, 35, 25, 1, 7, 16, 17, 0, 5, 38, 33, 45, 29, 0, 28, 47, 12, 0, 3, 49, 48, 20, 0, 21, 46, 14, 50, 0, 36, 40, 42, 0, 27, 11, 0, 0, 0, 0]"
"[11, 6, 41, 0, 34, 15, 17, 43, 25, 0, 1, 3, 32, 16, 12, 0, 45, 40, 10, 46, 23, 27, 0, 5, 33, 35, 4, 2, 50, 0, 24, 36, 19, 0, 18, 13, 29, 22, 39, 0, 49, 38, 44, 31, 0, 30, 37, 0, 48, 42, 26, 8, 28, 0, 21, 47, 14, 0, 7, 20, 0, 9, 0, 0]"
"[23, 34, 32, 10, 24, 33, 0, 44, 25, 47, 17, 6, 2, 0, 36, 3, 0, 16, 26, 48, 40, 21, 0, 19, 41, 4, 0, 46, 12, 42, 18, 45, 50, 0, 29, 1, 43, 31, 35, 37, 49, 0, 13, 15, 30, 22, 20, 0, 14, 28, 7, 9, 0, 27, 39, 0, 5, 8, 38, 0, 11, 0, 0, 0]"
"[33, 50, 16, 24, 6, 29, 0, 48, 40, 30, 49, 27, 45, 0, 37, 7, 18, 34, 10, 35, 32, 0, 13, 36, 0, 2, 12, 9, 3, 22, 14, 0, 43, 4, 41, 1, 0, 46, 39, 47, 15, 0, 44, 11, 26, 38, 25, 0, 21, 8, 19, 0, 28, 23, 31, 20, 0, 5, 0, 17, 0, 42, 0, 0]"
"[19, 47, 5, 15, 31, 0, 40, 17, 24, 32, 48, 0, 1, 38, 45, 22, 27, 49, 36, 46, 0, 28, 42, 30, 33, 34, 0, 37, 21, 23, 4, 0, 3, 25, 35, 39, 0, 6, 43, 12, 0, 11, 41, 50, 13, 8, 0, 7, 26, 0, 10, 9, 0, 2, 14, 0, 16, 29, 0, 20, 44, 18, 0, 0]"
"[35, 39, 42, 40, 48, 0, 25, 32, 10, 11, 17, 0, 37, 4, 5, 9, 2, 19, 15, 0, 24, 45, 13, 33, 0, 6, 3, 28, 21, 50, 0, 14, 49, 46, 38, 27, 43, 0, 12, 7, 44, 0, 34, 16, 1, 0, 41, 47, 26, 31, 0, 18, 20, 22, 0, 8, 36, 0, 23, 0, 29, 0, 30, 0]"
"[16, 5, 23, 11, 42, 0, 46, 43, 35, 12, 0, 26, 38, 20, 25, 0, 29, 31, 8, 49, 48, 0, 50, 47, 3, 7, 9, 39, 0, 19, 6, 24, 1, 0, 4, 32, 37, 41, 0, 21, 28, 22, 30, 33, 0, 2, 18, 17, 0, 10, 34, 27, 44, 0, 36, 45, 40, 13, 0, 14, 15, 0, 0, 0]"
"[2, 28, 40, 16, 8, 37, 0, 49, 25, 14, 26, 29, 30, 9, 4, 0, 47, 43, 1, 46, 0, 20, 48, 17, 42, 5, 0, 13, 10, 18, 45, 24, 0, 32, 38, 39, 21, 7, 0, 6, 36, 22, 31, 0, 27, 44, 35, 34, 0, 3, 50, 19, 0, 41, 33, 15, 11, 23, 0, 12, 0, 0, 0, 0]"
"[26, 17, 45, 36, 9, 5, 0, 46, 31, 20, 16, 2, 15, 0, 38, 4, 10, 28, 1, 0, 27, 35, 42, 14, 0, 3, 33, 7, 6, 11, 32, 0, 29, 49, 8, 37, 41, 22, 0, 40, 50, 30, 25, 0, 13, 23, 0, 21, 19, 18, 0, 44, 24, 43, 34, 12, 0, 48, 0, 47, 39, 0, 0, 0]"
"[17, 31, 3, 32, 47, 0, 19, 41, 14, 23, 43, 42, 0, 36, 21, 26, 38, 33, 46, 0, 9, 1, 34, 20, 39, 40, 0, 35, 12, 7, 49, 16, 22, 0, 50, 30, 48, 15, 8, 27, 0, 5, 25, 2, 37, 13, 0, 45, 29, 28, 18, 0, 6, 4, 0, 44, 24, 11, 0, 10, 0, 0, 0, 0]"
