"[5, 80, 8, 78, 85, 58, 46, 0, 4, 29, 43, 81, 22, 0, 10, 9, 99, 38, 94, 3, 51, 20, 0, 13, 15, 26, 53, 45, 30, 0, 25, 54, 75, 50, 28, 0, 89, 47, 90, 57, 2, 93, 0, 14, 18, 68, 39, 11, 74, 0, 49, 42, 96, 48, 35, 100, 59, 0, 55, 40, 70, 1, 44, 79, 98, 32, 0, 92, 56, 31, 86, 63, 62, 0, 67, 97, 23, 0, 21, 88, 52, 64, 76, 0, 19, 65, 83, 6, 16, 0, 73, 71, 95, 61, 0, 66, 72, 27, 34, 60, 0, 82, 77, 84, 17, 7, 0, 69, 24, 91, 0, 33, 36, 0, 37, 41, 12, 0, 87, 0, 0, 0]"
"[67, 50, 74, 5, 30, 99, 0, 57, 20, 77, 37, 96, 84, 0, 42, 33, 85, 78, 43, 87, 12, 40, 0, 56, 38, 65, 100, 46, 76, 82, 0, 23, 34, 81, 3, 24, 83, 27, 0, 45, 52, 7, 36, 28, 90, 68, 0, 66, 91, 15, 70, 6, 64, 31, 0, 21, 19, 47, 44, 63, 25, 10, 59, 0, 58, 17, 55, 94, 14, 79, 51, 26, 0, 4, 29, 98, 35, 97, 54, 0, 72, 8, 62, 16, 39, 0, 69, 11, 95, 93, 0, 18, 9, 13, 41, 32, 0, 48, 61, 49, 0, 71, 0, 92, 73, 2, 1, 0, 53, 0, 60, 22, 0, 89, 75, 88, 0, 86, 80, 0, 0, 0]"
"[75, 10, 60, 27, 86, 51, 0, 37, 68, 13, 99, 76, 62, 12, 0, 87, 14, 43, 84, 72, 31, 3, 16, 0, 19, 70, 32, 90, 94, 36, 0, 91, 15, 39, 56, 80, 50, 0, 85, 53, 47, 57, 63, 0, 58, 20, 29, 26, 71, 82, 0, 93, 41, 77, 21, 46, 0, 40, 54, 1, 4, 55, 65, 35, 0, 8, 66, 97, 88, 33, 22, 0, 17, 28, 64, 49, 92, 81, 24, 0, 96, 78, 6, 18, 44, 11, 0, 83, 74, 7, 0, 25, 67, 2, 100, 34, 0, 69, 59, 42, 98, 0, 48, 73, 45, 23, 0, 52, 61, 0, 9, 79, 38, 0, 5, 30, 0, 95, 0, 89, 0, 0]"
"[23, 89, 11, 62, 93, 24, 12, 0, 29, 49, 70, 71, 53, 13, 81, 2, 87, 0, 18, 98, 32, 55, 83, 91, 0, 17, 16, 39, 76, 78, 0, 68, 96, 22, 69, 25, 15, 99, 0, 90, 73, 50, 9, 10, 44, 0, 5, 33, 31, 65, 28, 0, 61, 75, 47, 46, 56, 60, 21, 52, 77, 74, 0, 72, 37, 34, 48, 41, 57, 0, 79, 45, 64, 100, 6, 94, 92, 26, 0, 14, 35, 86, 36, 4, 0, 8, 66, 82, 67, 51, 0, 54, 38, 63, 84, 0, 27, 40, 0, 7, 59, 20, 0, 30, 58, 85, 19, 0, 43, 97, 3, 80, 0, 1, 95, 88, 42, 0, 0, 0, 0, 0]"
"[24, 46, 48, 1, 85, 2, 54, 0, 41, 31, 94, 49, 8, 83, 0, 33, 76, 74, 60, 100, 97, 72, 0, 27, 99, 13, 69, 70, 0, 40, 4, 47, 3, 71, 15, 44, 0, 90, 73, 45, 66, 14, 82, 6, 0, 29, 39, 88, 92, 42, 0, 87, 20, 19, 58, 79, 62, 95, 0, 53, 67, 50, 28, 89, 26, 18, 0, 68, 77, 43, 22, 80, 38, 21, 0, 65, 98, 86, 34, 0, 93, 35, 91, 30, 10, 0, 75, 57, 84, 9, 0, 23, 59, 25, 55, 78, 11, 56, 52, 36, 0, 7, 16, 17, 32, 64, 0, 5, 61, 37, 12, 0, 63, 81, 0, 96, 51, 0, 0, 0, 0, 0]"
"[49, 2, 93, 96, 85, 87, 19, 59, 0, 40, 15, 78, 26, 79, 22, 31, 0, 18, 10, 82, 50, 29, 0, 65, 17, 54, 77, 43, 9, 57, 71, 0, 6, 80, 46, 64, 94, 16, 86, 7, 60, 55, 0, 84, 91, 81, 42, 30, 0, 97, 35, 11, 38, 48, 0, 37, 61, 41, 70, 47, 5, 92, 0, 13, 95, 20, 89, 21, 0, 4, 83, 72, 88, 58, 0, 90, 36, 63, 8, 27, 0, 69, 99, 24, 33, 25, 0, 45, 98, 76, 28, 75, 62, 0, 100, 23, 68, 0, 67, 44, 34, 51, 12, 32, 0, 73, 56, 74, 53, 0, 14, 3, 52, 1, 0, 66, 39, 0, 0, 0, 0, 0]"
"[5, 17, 54, 3, 37, 96, 20, 59, 0, 84, 39, 93, 9, 61, 64, 31, 0, 100, 21, 99, 55, 14, 0, 48, 2, 15, 56, 58, 77, 51, 97, 0, 86, 90, 81, 98, 53, 76, 79, 0, 89, 43, 49, 50, 70, 8, 19, 23, 0, 13, 1, 95, 47, 52, 28, 25, 0, 29, 34, 69, 57, 32, 46, 0, 27, 78, 18, 62, 38, 10, 42, 0, 67, 71, 12, 60, 4, 0, 63, 87, 26, 73, 66, 75, 0, 92, 16, 41, 36, 35, 0, 33, 72, 82, 0, 85, 83, 65, 11, 40, 0, 45, 24, 94, 0, 6, 68, 22, 0, 80, 74, 0, 7, 91, 0, 44, 88, 0, 30, 0, 0, 0]"
"[77, 48, 60, 67, 23, 69, 47, 32, 29, 0, 1, 39, 90, 33, 73, 22, 14, 6, 0, 26, 56, 91, 19, 61, 42, 0, 44, 2, 92, 7, 45, 12, 31, 72, 0, 85, 15, 58, 70, 46, 52, 0, 53, 82, 36, 18, 75, 100, 0, 63, 5, 37, 25, 40, 89, 66, 3, 0, 21, 71, 59, 98, 88, 78, 9, 0, 83, 20, 74, 27, 54, 0, 24, 50, 17, 68, 65, 4, 0, 41, 99, 57, 0, 35, 86, 96, 16, 0, 95, 30, 43, 10, 0, 64, 11, 79, 93, 38, 0, 34, 80, 28, 81, 87, 0, 62, 8, 55, 0, 97, 13, 76, 0, 51, 84, 0, 49, 0, 94, 0, 0, 0]"
"[91, 43, 81, 97, 89, 60, 86, 0, 42, 73, 39, 46, 71, 29, 90, 34, 0, 19, 59, 62, 83, 72, 61, 94, 0, 11, 55, 15, 87, 24, 21, 0, 49, 18, 77, 57, 17, 41, 0, 25, 28, 35, 12, 74, 6, 93, 80, 53, 0, 3, 1, 88, 100, 0, 4, 54, 9, 99, 5, 0, 20, 76, 70, 65, 27, 44, 68, 32, 56, 0, 33, 26, 82, 95, 23, 0, 69, 67, 14, 98, 85, 16, 10, 0, 92, 66, 45, 13, 78, 30, 0, 58, 75, 8, 0, 47, 51, 36, 37, 50, 52, 96, 64, 0, 40, 38, 84, 63, 0, 48, 0, 7, 79, 22, 0, 2, 31, 0, 0, 0, 0, 0]"
"[93, 88, 42, 50, 25, 23, 29, 77, 0, 43, 32, 13, 71, 47, 0, 63, 49, 66, 85, 56, 24, 11, 35, 74, 0, 4, 45, 60, 28, 39, 98, 0, 53, 18, 69, 92, 91, 95, 0, 94, 96, 27, 17, 41, 21, 44, 65, 0, 1, 100, 83, 38, 0, 59, 8, 62, 61, 15, 3, 73, 0, 84, 55, 14, 57, 87, 86, 0, 67, 70, 26, 40, 97, 34, 0, 48, 22, 31, 7, 81, 0, 78, 76, 82, 89, 0, 46, 64, 6, 75, 0, 51, 33, 72, 0, 80, 99, 36, 0, 58, 12, 20, 0, 79, 9, 10, 2, 0, 16, 52, 5, 0, 90, 30, 54, 0, 37, 68, 0, 19, 0, 0]"
"[6, 65, 31, 93, 15, 16, 27, 51, 0, 1, 23, 57, 96, 28, 98, 82, 0, 33, 79, 89, 69, 40, 71, 48, 0, 32, 90, 74, 10, 73, 76, 24, 64, 0, 70, 59, 25, 7, 2, 85, 0, 97, 41, 37, 8, 22, 63, 34, 0, 9, 61, 36, 21, 92, 14, 0, 78, 19, 80, 91, 0, 99, 58, 29, 55, 30, 0, 75, 95, 35, 53, 49, 0, 56, 84, 68, 66, 3, 46, 17, 45, 5, 0, 4, 72, 52, 0, 88, 42, 38, 60, 62, 86, 81, 77, 0, 83, 44, 47, 94, 26, 100, 0, 54, 39, 18, 87, 0, 20, 50, 11, 12, 0, 13, 43, 0, 67, 0, 0, 0, 0, 0]"
"[36, 29, 96, 99, 49, 62, 78, 0, 7, 92, 4, 67, 74, 56, 0, 8, 40, 25, 82, 46, 5, 75, 0, 34, 43, 38, 42, 72, 71, 73, 30, 0, 87, 47, 24, 53, 77, 10, 15, 19, 0, 57, 86, 28, 63, 85, 0, 41, 98, 93, 65, 16, 69, 95, 0, 89, 91, 80, 11, 1, 76, 0, 81, 23, 97, 35, 44, 64, 0, 6, 88, 3, 60, 14, 0, 27, 39, 83, 61, 0, 50, 58, 21, 68, 2, 55, 79, 84, 37, 0, 17, 70, 66, 0, 94, 51, 48, 0, 54, 22, 12, 59, 13, 0, 33, 9, 31, 0, 90, 18, 52, 0, 45, 32, 20, 26, 0, 100, 0, 0, 0, 0]"
"[71, 93, 41, 57, 86, 0, 98, 61, 59, 8, 5, 80, 0, 7, 60, 91, 29, 15, 77, 51, 78, 0, 58, 97, 9, 34, 37, 92, 0, 63, 12, 39, 72, 17, 44, 22, 33, 0, 67, 62, 16, 88, 35, 0, 94, 49, 90, 69, 56, 32, 10, 0, 36, 70, 20, 89, 84, 0, 53, 85, 96, 2, 0, 27, 3, 87, 40, 65, 95, 83, 0, 31, 18, 64, 79, 55, 0, 47, 45, 26, 75, 99, 28, 0, 38, 100, 68, 48, 0, 11, 30, 46, 82, 0, 73, 43, 54, 52, 0, 50, 76, 14, 42, 0, 66, 4, 25, 0, 21, 23, 1, 0, 13, 81, 74, 19, 0, 24, 0, 6, 0, 0]"
"[95, 73, 32, 64, 11, 78, 53, 22, 0, 17, 91, 68, 74, 66, 50, 0, 84, 81, 1, 27, 75, 47, 30, 0, 4, 70, 13, 92, 59, 9, 98, 86, 0, 5, 93, 63, 21, 14, 89, 36, 58, 0, 94, 82, 10, 40, 51, 0, 19, 100, 46, 42, 31, 44, 0, 39, 48, 29, 72, 8, 0, 55, 33, 26, 35, 76, 97, 0, 3, 96, 28, 71, 62, 0, 6, 56, 15, 41, 69, 0, 99, 45, 24, 65, 34, 38, 0, 18, 60, 85, 90, 23, 25, 0, 88, 67, 87, 16, 0, 79, 2, 61, 49, 0, 83, 54, 77, 80, 0, 43, 52, 12, 0, 37, 20, 0, 7, 0, 57, 0, 0, 0]"
"[83, 21, 58, 75, 99, 1, 7, 43, 13, 0, 46, 48, 33, 42, 63, 19, 5, 96, 0, 32, 38, 69, 28, 34, 89, 61, 0, 57, 100, 41, 15, 8, 0, 86, 40, 24, 94, 30, 80, 39, 27, 0, 52, 17, 62, 0, 87, 56, 54, 77, 0, 2, 55, 91, 22, 78, 0, 95, 44, 35, 88, 0, 20, 93, 31, 81, 25, 60, 0, 47, 23, 72, 29, 51, 0, 82, 10, 84, 9, 73, 67, 64, 0, 14, 50, 71, 98, 53, 0, 66, 4, 45, 92, 0, 49, 76, 16, 6, 0, 11, 74, 18, 36, 0, 59, 37, 85, 0, 90, 68, 0, 65, 79, 3, 0, 26, 97, 0, 12, 70, 0, 0]"
"[51, 14, 10, 73, 76, 17, 94, 29, 21, 0, 8, 4, 31, 68, 37, 71, 96, 28, 0, 67, 52, 39, 19, 30, 34, 36, 1, 98, 0, 7, 20, 99, 97, 77, 57, 0, 66, 54, 35, 87, 55, 6, 0, 56, 60, 59, 41, 88, 63, 13, 0, 70, 80, 64, 84, 0, 85, 49, 24, 26, 33, 40, 43, 0, 58, 82, 47, 16, 72, 12, 25, 0, 9, 62, 48, 90, 89, 95, 42, 27, 46, 0, 65, 78, 53, 2, 74, 0, 3, 61, 83, 0, 5, 69, 23, 32, 50, 0, 81, 91, 45, 93, 0, 15, 86, 79, 11, 0, 75, 38, 100, 0, 22, 92, 0, 18, 0, 44, 0, 0, 0, 0]"
"[52, 47, 6, 80, 8, 81, 83, 33, 1, 0, 67, 49, 42, 63, 58, 28, 62, 4, 64, 0, 20, 9, 69, 39, 3, 41, 21, 51, 43, 0, 56, 87, 75, 57, 30, 55, 0, 38, 34, 37, 61, 16, 53, 13, 0, 59, 24, 10, 77, 48, 7, 0, 84, 40, 91, 5, 32, 74, 45, 0, 98, 88, 89, 29, 31, 0, 44, 73, 18, 76, 93, 78, 0, 70, 14, 90, 82, 71, 95, 2, 0, 23, 15, 97, 79, 94, 0, 54, 99, 72, 0, 19, 35, 96, 0, 66, 85, 22, 11, 0, 100, 92, 26, 25, 46, 0, 50, 12, 60, 0, 68, 36, 65, 0, 27, 17, 0, 86, 0, 0, 0, 0]"
